User,Activity,Timeframe,X axis,Y axis,Z axis
1,t_straighten,194.736952,0.96,-0.282,0.12
1,t_straighten,194.787,1.038,-0.246,0.222
1,unknown,194.837048,0.984,-0.318,0.172
1,unknown,194.886904,0.93,-0.308,0.088
1,unknown,194.936952,0.962,-0.298,0.032
1,p_stand,194.987,0.892,-0.378,0.024
1,p_stand,195.037048,0.914,-0.296,0.068
1,p_stand,195.086904,0.936,-0.234,0.062
1,p_stand,195.136952,0.978,-0.202,0.094
1,p_stand,195.187,0.968,-0.234,0.102
1,p_stand,195.237048,0.936,-0.32,0.064
1,p_stand,195.287904,0.918,-0.318,0.056
1,p_stand,195.337952,0.926,-0.35,0.072
1,p_stand,195.388,0.95,-0.282,0.098
1,p_stand,195.438048,0.956,-0.302,0.076
1,p_stand,195.487904,0.926,-0.29,0.07
1,p_stand,195.537952,0.946,-0.282,0.06
1,p_stand,195.588,0.934,-0.286,0.064
1,p_stand,195.638048,0.958,-0.302,0.084
1,p_stand,195.687904,0.95,-0.286,0.086
1,p_stand,195.737952,0.934,-0.288,0.072
1,p_stand,195.788,0.95,-0.28,0.068
1,p_stand,195.838048,0.944,-0.272,0.07
1,p_stand,195.887904,0.942,-0.244,0.078
1,p_stand,195.937952,0.944,-0.28,0.08
1,p_stand,195.988,0.928,-0.26,0.048
1,p_stand,196.038048,0.93,-0.284,0.056
1,p_stand,196.087904,0.928,-0.3,0.076
1,p_stand,196.137952,0.958,-0.272,0.072
1,p_stand,196.188,0.936,-0.286,0.06
1,p_stand,196.238048,0.936,-0.288,0.06
1,p_stand,196.288904,0.958,-0.306,0.062
1,p_stand,196.338952,0.96,-0.272,0.062
1,p_stand,196.389,0.94,-0.28,0.056
1,p_stand,196.439048,0.944,-0.266,0.068
1,p_stand,196.488904,0.944,-0.286,0.07
1,p_stand,196.538952,0.944,-0.286,0.06
1,p_stand,196.589,0.934,-0.288,0.076
1,p_stand,196.639048,0.946,-0.272,0.056
1,p_stand,196.688904,0.952,-0.274,0.056
1,p_stand,196.738952,0.956,-0.264,0.056
1,p_stand,196.789,0.91,-0.272,0.048
1,p_stand,196.839048,0.958,-0.264,0.062
1,p_stand,196.888904,0.944,-0.28,0.07
1,p_stand,196.938952,0.936,-0.28,0.07
1,p_stand,196.989,0.944,-0.276,0.064
1,p_stand,197.039048,0.956,-0.27,0.06
1,p_stand,197.088904,0.926,-0.27,0.062
1,p_stand,197.138952,0.944,-0.258,0.066
1,p_stand,197.189,0.952,-0.282,0.088
1,p_stand,197.239048,0.942,-0.282,0.066
1,p_stand,197.289904,0.958,-0.282,0.062
1,p_stand,197.339952,0.934,-0.264,0.068
1,p_stand,197.39,0.952,-0.272,0.066
1,p_stand,197.440048,0.958,-0.272,0.07
1,p_stand,197.489904,0.944,-0.264,0.07
1,p_stand,197.539952,0.952,-0.276,0.062
1,p_stand,197.59,0.95,-0.258,0.066
1,p_stand,197.640048,0.946,-0.286,0.056
1,p_stand,197.689904,0.958,-0.264,0.06
1,p_stand,197.739952,0.96,-0.294,0.06
1,p_stand,197.79,0.946,-0.264,0.056
1,p_stand,197.840048,0.952,-0.282,0.056
1,p_stand,197.889904,0.944,-0.244,0.052
1,p_stand,197.939952,0.95,-0.25,0.054
1,p_stand,197.99,0.95,-0.268,0.048
1,p_stand,198.040048,0.952,-0.25,0.048
1,p_stand,198.089904,0.94,-0.272,0.07
1,p_stand,198.139952,0.958,-0.244,0.064
1,p_stand,198.19,0.94,-0.286,0.056
1,p_stand,198.240048,0.944,-0.258,0.07
1,p_stand,198.290904,0.92,-0.282,0.062
1,p_stand,198.340952,0.946,-0.296,0.066
1,p_stand,198.391,0.946,-0.272,0.056
1,p_stand,198.441048,0.948,-0.254,0.062
1,p_stand,198.490904,0.956,-0.27,0.062
1,p_stand,198.540952,0.956,-0.266,0.076
1,p_stand,198.591,0.944,-0.266,0.06
1,p_stand,198.641048,0.946,-0.258,0.054
1,p_stand,198.890904,0.974,-0.264,-0.03
1,p_stand,198.940952,0.966,-0.244,-0.02
1,p_stand,198.991,0.972,-0.242,-0.026
1,p_stand,199.041048,0.942,-0.226,-0.014
1,p_stand,199.090904,0.908,-0.258,-0.03
1,p_stand,199.140952,0.902,-0.208,-0.02
1,p_stand,199.191,0.918,-0.176,-0.032
1,p_stand,199.241048,1.016,-0.284,-0.088
1,p_stand,199.290904,0.936,-0.196,-0.028
1,p_stand,199.340952,0.798,-0.158,0.18
1,p_stand,199.391,1.008,-0.258,0.31
1,p_stand,199.441048,0.836,-0.136,0.14
1,p_stand,199.491904,0.664,-0.282,0.11
1,p_stand,199.541952,0.632,-0.298,0.004
1,p_stand,199.592,0.642,-0.174,0.024
1,p_stand,199.642048,0.774,0.03,0.006
1,p_stand,199.691904,0.886,0.028,0.014
1,p_stand,199.741952,0.914,-0.106,-0.04
1,p_stand,199.792,1.008,-0.152,-0.078
1,unknown,199.842048,0.952,-0.064,0.072
1,unknown,199.891904,0.966,-0.052,0.092
1,t_stand_kneel,199.941952,0.998,0.006,-0.072
1,t_stand_kneel,199.992,0.974,-0.008,-0.072
1,t_stand_kneel,200.042048,0.914,0.024,-0.036
1,t_stand_kneel,200.091904,0.952,-0.072,0.004
1,t_stand_kneel,200.141952,1.03,0.024,-0.098
1,t_stand_kneel,200.192,1.152,-0.094,-0.064
1,t_stand_kneel,200.242048,1.496,-0.174,-0.032
1,t_stand_kneel,200.291904,1.712,-0.296,-0.008
1,t_stand_kneel,200.341952,1.584,-0.352,-0.17
1,t_stand_kneel,200.392,0.942,-0.168,-0.052
1,t_stand_kneel,200.442048,0.75,-0.272,0.05
1,t_stand_kneel,200.492904,0.764,-0.366,0.024
1,t_stand_kneel,200.542952,0.712,-0.266,0.014
1,t_stand_kneel,200.593,0.93,-0.058,-0.032
1,t_stand_kneel,200.643048,1.438,-0.162,-0.164
1,unknown,200.692904,1.118,-0.056,0.102
1,unknown,200.742952,0.964,0.53,0.054
1,unknown,200.793,0.94,0.028,-0.174
1,p_kneel,200.843048,0.756,-0.026,-0.218
1,p_kneel,200.892904,0.87,0.212,-0.014
1,p_kneel,200.942952,0.876,0.37,0.008
1,p_kneel,200.993,0.934,0.384,-0.052
1,p_kneel,201.043048,0.792,0.294,-0.092
1,p_kneel,201.092904,0.908,0.248,0.096
1,p_kneel,201.142952,0.898,0.28,-0.062
1,p_kneel,201.193,1.006,0.326,0.012
1,p_kneel,201.243048,0.894,0.334,-0.032
1,p_kneel,201.292904,0.966,0.288,-0.002
1,p_kneel,201.342952,0.902,0.112,0.038
1,p_kneel,201.393,0.888,0.142,-0.04
1,p_kneel,201.443048,0.934,0.23,-0.084
1,p_kneel,201.493904,0.984,0.354,-0.004
1,p_kneel,201.543952,1.01,0.286,0.018
1,p_kneel,201.644048,0.944,0.146,0.002
1,p_kneel,201.693904,0.966,0.156,0.012
1,p_kneel,201.743952,0.972,0.14,0.024
1,p_kneel,201.794,0.99,0.144,-0.02
1,p_kneel,201.844048,0.992,0.142,-0.002
1,p_kneel,201.893904,0.984,0.128,-0.032
1,p_kneel,201.943952,0.984,0.118,-0.014
1,p_kneel,201.994,0.976,0.128,-0.004
1,p_kneel,202.044048,0.974,0.146,-0.024
1,p_kneel,202.093904,0.966,0.12,-0.01
1,p_kneel,202.143952,0.96,0.096,0.006
1,p_kneel,202.194,0.978,0.118,-0.004
1,p_kneel,202.244048,0.966,0.14,-0.024
1,p_kneel,202.293904,0.962,0.144,-0.04
1,p_kneel,202.343952,0.956,0.11,-0.032
1,p_kneel,202.394,0.956,0.092,-0.026
1,p_kneel,202.444048,0.992,0.118,-0.01
1,p_kneel,202.494904,1,0.112,-0.02
1,p_kneel,202.544952,0.958,0.108,-0.016
1,p_kneel,202.595,0.966,0.086,-0.032
1,p_kneel,202.645048,0.988,0.07,-0.016
1,p_kneel,202.694904,0.966,0.092,0.006
1,p_kneel,202.744952,0.984,0.098,-0.04
1,p_kneel,202.795,0.974,0.088,-0.016
1,p_kneel,202.845048,0.966,0.08,-0.002
1,p_kneel,202.894904,0.924,0.076,-0.008
1,p_kneel,202.944952,0.972,0.11,-0.004
1,p_kneel,202.995,0.994,0.096,-0.016
1,p_kneel,203.045048,0.966,0.098,-0.004
1,p_kneel,203.094904,0.976,0.054,0.016
1,p_kneel,203.144952,0.96,0.048,0.014
1,p_kneel,203.195,0.968,0.062,0.006
1,p_kneel,203.245048,0.952,0.05,0.03
1,p_kneel,203.294904,0.998,0.018,0.068
1,p_kneel,203.344952,0.994,0.076,0.07
1,p_kneel,203.395,1.036,0.28,0.07
1,p_kneel,203.445048,1.006,-0.114,0.08
1,p_kneel,203.495904,0.952,-0.018,0.062
1,p_kneel,203.545952,0.91,-0.034,0.102
1,p_kneel,203.596,0.908,-0.096,0.092
1,p_kneel,203.646048,1.008,-0.226,0.142
1,p_kneel,203.695904,0.994,-0.322,0.112
1,p_kneel,203.745952,0.962,-0.32,0.152
1,p_kneel,203.796,0.958,-0.274,0.144
1,p_kneel,203.846048,0.976,-0.152,0.108
1,p_kneel,203.895904,1.004,-0.18,0.128
1,p_kneel,203.945952,0.966,-0.242,0.126
1,p_kneel,203.996,0.91,-0.258,0.162
1,p_kneel,204.046048,0.968,-0.174,0.172
1,p_kneel,204.095904,0.926,-0.246,0.224
1,p_kneel,204.145952,0.878,-0.298,0.29
1,p_kneel,204.196,0.926,-0.41,0.35
1,p_kneel,204.246048,0.998,-0.368,0.306
1,p_kneel,204.295904,1.12,-0.434,0.232
1,p_kneel,204.345952,0.976,-0.164,0.27
1,p_kneel,204.396,0.828,-0.468,0.224
1,p_kneel,204.446048,0.728,-0.346,0.198
1,p_kneel,204.495904,0.678,-0.142,0.08
1,p_kneel,204.545952,0.896,-0.058,-0.024
1,unknown,204.596,0.958,-0.488,-0.034
1,unknown,204.646048,0.992,-0.142,-0.06
1,t_kneel_stand,204.696904,0.992,-0.186,0.028
1,t_kneel_stand,204.746952,1.136,-0.238,-0.058
1,t_kneel_stand,204.797,1.276,-0.096,-0.144
1,t_kneel_stand,204.847048,1.056,-0.05,0.182
1,t_kneel_stand,204.896904,1.132,-0.528,0.152
1,t_kneel_stand,204.946952,1.25,-0.178,-0.042
1,t_kneel_stand,204.997,0.888,0.638,-0.344
1,t_kneel_stand,205.047048,0.92,-0.274,-0.434
1,t_kneel_stand,205.096904,1.266,-0.03,-0.456
1,t_kneel_stand,205.146952,1.24,-0.088,-0.152
1,t_kneel_stand,205.197,1.304,-0.024,-0.1
1,t_kneel_stand,205.247048,1.158,0.102,-0.146
1,t_kneel_stand,205.296904,1.06,0.024,-0.174
1,t_kneel_stand,205.346952,0.918,-0.11,-0.128
1,t_kneel_stand,205.397,0.888,-0.19,-0.216
1,t_kneel_stand,205.447048,0.88,-0.08,-0.32
1,t_kneel_stand,205.496904,0.882,-0.18,-0.26
1,t_kneel_stand,205.546952,0.838,-0.2,-0.236
1,t_kneel_stand,205.597,0.908,-0.272,-0.366
1,t_kneel_stand,205.647048,1.058,-0.238,-0.282
1,t_kneel_stand,205.697904,1.018,-0.08,-0.26
1,t_kneel_stand,205.747952,1.036,-0.184,-0.144
1,t_kneel_stand,205.798,1.026,-0.264,-0.078
1,t_kneel_stand,205.848048,0.958,-0.05,-0.138
1,t_kneel_stand,205.897904,0.898,-0.122,-0.126
1,t_kneel_stand,205.947952,0.838,-0.2,-0.088
1,t_kneel_stand,205.998,0.752,-0.218,-0.098
1,t_kneel_stand,206.048048,0.678,-0.194,-0.056
1,t_kneel_stand,206.097904,0.59,-0.218,-0.026
1,t_kneel_stand,206.147952,0.59,-0.226,-0.02
1,t_kneel_stand,206.198,0.584,-0.274,0.018
1,t_kneel_stand,206.248048,0.702,-0.314,0.018
1,t_kneel_stand,206.297904,0.904,-0.288,-0.004
1,t_kneel_stand,206.347952,1.022,-0.314,-0.016
1,t_kneel_stand,206.398,1.062,-0.302,0.048
1,t_kneel_stand,206.448048,1.01,-0.346,0.094
1,t_kneel_stand,206.497904,0.926,-0.426,0.192
1,t_kneel_stand,206.547952,1.104,-0.242,0.23
1,unknown,206.598,0.96,-0.1,0.07
1,unknown,206.648048,0.928,-0.212,0.03
1,p_stand,206.698904,0.96,-0.276,0.056
1,p_stand,206.748952,0.886,-0.228,0.044
1,p_stand,206.799,0.96,-0.2,0.07
1,p_stand,206.849048,0.968,-0.306,0.05
1,p_stand,206.898904,0.918,-0.29,0.088
1,p_stand,206.948952,0.952,-0.218,0.112
1,p_stand,206.999,0.942,-0.338,0.142
1,p_stand,207.049048,0.912,-0.336,0.124
1,p_stand,207.098904,0.952,-0.304,0.11
1,p_stand,207.148952,0.944,-0.306,0.104
1,p_stand,207.199,0.952,-0.282,0.064
1,p_stand,207.249048,0.944,-0.288,0.064
1,p_stand,207.298904,0.92,-0.312,0.078
1,p_stand,207.348952,0.932,-0.302,0.086
1,p_stand,207.399,0.966,-0.248,0.088
1,p_stand,207.449048,0.95,-0.242,0.076
1,p_stand,207.498904,0.94,-0.272,0.094
1,p_stand,207.548952,0.94,-0.276,0.078
1,p_stand,207.599,0.936,-0.29,0.11
1,p_stand,207.649048,0.956,-0.286,0.102
1,p_stand,207.699904,0.944,-0.288,0.094
1,p_stand,207.749952,0.926,-0.288,0.088
1,p_stand,207.8,0.94,-0.282,0.07
1,p_stand,207.850048,0.934,-0.298,0.088
1,p_stand,207.899904,0.944,-0.31,0.082
1,p_stand,207.949952,0.934,-0.324,0.092
1,p_stand,208,0.95,-0.28,0.078
1,p_stand,208.050048,0.944,-0.318,0.096
1,p_stand,208.099904,0.93,-0.306,0.094
1,p_stand,208.149952,0.944,-0.248,0.084
1,p_stand,208.2,0.936,-0.282,0.088
1,p_stand,208.250048,0.952,-0.256,0.078
1,p_stand,208.499904,0.946,-0.262,0.1
1,p_stand,208.549952,0.942,-0.258,0.07
1,p_stand,208.6,0.952,-0.26,0.092
1,p_stand,208.650048,0.944,-0.25,0.088
1,p_stand,208.700904,0.952,-0.276,0.088
1,p_stand,208.750952,0.95,-0.28,0.088
1,p_stand,208.801,0.908,-0.282,0.078
1,p_stand,208.851048,0.936,-0.27,0.096
1,p_stand,208.900904,0.958,-0.274,0.076
1,p_stand,208.950952,0.944,-0.252,0.096
1,p_stand,209.001,0.934,-0.25,0.088
1,p_stand,209.051048,0.95,-0.27,0.078
1,p_stand,209.100904,0.952,-0.272,0.084
1,p_stand,209.150952,0.962,-0.284,0.08
1,p_stand,209.201,0.946,-0.264,0.08
1,p_stand,209.251048,0.94,-0.262,0.07
1,p_stand,209.300904,0.946,-0.272,0.094
1,p_stand,209.350952,0.952,-0.26,0.07
1,p_stand,209.401,0.972,-0.274,0.082
1,p_stand,209.451048,0.942,-0.266,0.078
1,p_stand,209.500904,0.942,-0.266,0.072
1,p_stand,209.550952,0.944,-0.264,0.072
1,p_stand,209.601,0.946,-0.26,0.086
1,p_stand,209.651048,0.944,-0.272,0.086
1,p_stand,209.901904,0.944,-0.274,0.088
1,p_stand,209.951952,0.952,-0.272,0.078
1,p_stand,210.002,0.96,-0.276,0.072
1,p_stand,210.052048,0.958,-0.27,0.086
1,p_stand,210.101904,0.96,-0.272,0.078
1,p_stand,210.151952,0.958,-0.272,0.094
1,p_stand,210.202,0.956,-0.272,0.094
1,p_stand,210.252048,1.014,-0.296,0.14
1,p_stand,210.301904,1.016,-0.264,0.126
1,p_stand,210.351952,0.94,-0.104,0.166
1,p_stand,210.402,0.912,-0.058,0.128
1,p_stand,210.452048,0.888,-0.168,0.144
1,p_stand,210.501904,0.936,-0.264,0.158
1,p_stand,210.551952,0.924,-0.228,0.158
1,p_stand,210.602,0.938,-0.232,0.23
1,p_stand,210.652048,0.926,-0.192,0.23
1,p_stand,210.701904,0.774,0.152,0.102
1,p_stand,210.751952,0.806,0.168,0.032
1,p_stand,210.802,0.632,-0.5,-0.104
1,p_stand,210.852048,0.704,0.07,-0.194
1,p_stand,210.902904,0.87,0.156,-0.238
1,p_stand,210.952952,0.798,0.118,-0.228
1,p_stand,211.003,0.736,0.13,-0.16
1,unknown,211.053048,1.048,0.27,-0.27
1,unknown,211.102904,1.244,0.3,-0.096
1,t_stand_sit,211.152952,1.016,0.19,-0.218
1,t_stand_sit,211.203,0.96,0.304,-0.208
1,t_stand_sit,211.253048,1.304,0.774,-0.738
1,t_stand_sit,211.302904,1.006,-0.202,-0.096
1,t_stand_sit,211.352952,0.796,0.44,-0.168
1,t_stand_sit,211.403,0.806,0.29,-0.008
1,t_stand_sit,211.453048,1.038,0.242,-0.174
1,t_stand_sit,211.502904,1.184,-0.136,-0.13
1,t_stand_sit,211.552952,1.068,0.152,-0.116
1,t_stand_sit,211.603,0.952,0.264,0.112
1,t_stand_sit,211.653048,0.968,0.022,0.112
1,t_stand_sit,211.702904,1.022,-0.06,0.236
1,t_stand_sit,211.752952,0.956,-0.05,0.192
1,t_stand_sit,211.803,0.918,-0.026,0.14
1,t_stand_sit,211.853048,1.054,-0.036,0.08
1,t_stand_sit,211.903904,1.094,-0.032,0.088
1,t_stand_sit,211.953952,1.03,-0.082,0.108
1,t_stand_sit,212.004,1.022,-0.082,0.08
1,t_stand_sit,212.054048,0.988,-0.122,0.096
1,t_stand_sit,212.103904,0.978,-0.144,0.1
1,t_stand_sit,212.153952,1.008,-0.16,0.092
1,t_stand_sit,212.204,0.966,-0.144,0.096
1,t_stand_sit,212.254048,0.974,-0.132,0.092
1,t_stand_sit,212.303904,0.966,-0.146,0.088
1,t_stand_sit,212.353952,0.96,-0.168,0.088
1,t_stand_sit,212.404,0.962,-0.168,0.07
1,t_stand_sit,212.454048,0.988,-0.138,0.06
1,t_stand_sit,212.503904,0.984,-0.128,0.056
1,t_stand_sit,212.553952,0.966,-0.11,0.06
1,t_stand_sit,212.604,0.982,-0.128,0.06
1,t_stand_sit,212.654048,0.978,-0.13,0.05
1,t_stand_sit,212.703904,0.968,-0.106,0.044
1,t_stand_sit,212.753952,0.934,-0.112,0.046
1,t_stand_sit,212.804,0.982,-0.094,0.03
1,unknown,212.854048,0.974,-0.12,0.052
1,unknown,212.904904,0.976,-0.09,0.032
1,p_sit,212.954952,0.978,-0.098,0.048
1,p_sit,213.005,0.978,-0.098,0.054
1,p_sit,213.055048,0.968,-0.09,0.048
1,p_sit,213.104904,0.984,-0.1,0.048
1,p_sit,213.154952,0.974,-0.1,0.054
1,p_sit,213.205,0.988,-0.09,0.048
1,p_sit,213.255048,0.984,-0.104,0.04
1,p_sit,213.304904,0.972,-0.112,0.018
1,p_sit,213.354952,0.982,-0.096,0.046
1,p_sit,213.405,0.988,-0.096,0.056
1,p_sit,213.455048,0.978,-0.094,0.046
1,p_sit,213.504904,0.972,-0.098,0.054
1,p_sit,213.554952,0.99,-0.094,0.048
1,p_sit,213.605,0.988,-0.094,0.044
1,p_sit,213.655048,0.976,-0.098,0.048
1,p_sit,213.704904,0.968,-0.1,0.048
1,p_sit,213.754952,0.982,-0.084,0.052
1,p_sit,213.805,0.978,-0.09,0.048
1,p_sit,213.855048,0.974,-0.09,0.046
1,p_sit,213.905904,0.974,-0.1,0.048
1,p_sit,213.955952,0.982,-0.094,0.056
1,p_sit,214.006,0.93,-0.098,0.038
1,p_sit,214.056048,0.99,-0.098,0.04
1,p_sit,214.105904,0.974,-0.096,0.044
1,p_sit,214.155952,0.988,-0.104,0.04
1,p_sit,214.206,0.974,-0.098,0.048
1,p_sit,214.256048,0.978,-0.088,0.034
1,p_sit,214.305904,0.99,-0.08,0.046
1,p_sit,214.355952,0.974,-0.094,0.04
1,p_sit,214.406,0.982,-0.094,0.038
1,p_sit,214.456048,0.984,-0.09,0.048
1,p_sit,214.505904,0.964,-0.096,0.05
1,p_sit,214.555952,0.988,-0.098,0.046
1,p_sit,214.606,0.968,-0.098,0.048
1,p_sit,214.656048,0.982,-0.09,0.04
1,p_sit,214.705904,0.992,-0.09,0.06
1,p_sit,214.755952,0.984,-0.098,0.048
1,p_sit,214.806,0.94,-0.114,0.04
1,p_sit,214.856048,0.976,-0.09,0.046
1,p_sit,214.905904,0.978,-0.092,0.038
1,p_sit,214.955952,0.982,-0.106,0.044
1,p_sit,215.006,0.982,-0.09,0.044
1,p_sit,215.056048,0.976,-0.096,0.046
1,p_sit,215.106904,0.988,-0.096,0.048
1,p_sit,215.156952,0.976,-0.098,0.044
1,p_sit,215.207,0.944,-0.1,0.044
1,p_sit,215.257048,0.992,-0.098,0.044
1,p_sit,215.306904,0.984,-0.098,0.044
1,p_sit,215.356952,0.982,-0.114,0.054
1,p_sit,215.407,0.984,-0.106,0.04
1,p_sit,215.457048,0.974,-0.088,0.04
1,p_sit,215.506904,0.984,-0.1,0.038
1,p_sit,215.556952,0.992,-0.098,0.038
1,p_sit,215.607,0.978,-0.098,0.04
1,p_sit,215.657048,0.978,-0.096,0.04
1,p_sit,215.706904,0.96,-0.088,0.06
1,p_sit,215.756952,0.966,-0.098,0.07
1,p_sit,215.807,0.984,-0.094,0.038
1,p_sit,215.857048,0.988,-0.1,0.052
1,p_sit,215.906904,0.982,-0.098,0.04
1,p_sit,215.956952,1.022,-0.094,0.07
1,p_sit,216.007,0.988,-0.058,0.08
1,p_sit,216.057048,1.216,-0.126,0.082
1,p_sit,216.107904,1.202,0.02,0.184
1,p_sit,216.157952,0.868,-0.254,0.326
1,p_sit,216.208,1.308,-0.064,0.424
1,p_sit,216.258048,1.072,0.014,0.68
1,p_sit,216.307904,0.652,-0.144,0.376
1,p_sit,216.357952,0.71,-0.382,0.62
1,p_sit,216.408,0.454,-1.21,0.06
1,p_sit,216.458048,0.556,-0.212,-0.328
1,p_sit,216.507904,0.622,-0.394,-0.514
1,p_sit,216.557952,1.164,-0.33,-0.708
1,p_sit,216.608,1.16,0.312,-0.282
1,p_sit,216.658048,1.026,-0.2,-0.498
1,p_sit,216.707904,0.848,0.338,-0.628
1,p_sit,216.757952,0.676,0.168,-0.484
1,p_sit,216.808,0.78,0.224,-0.296
1,unknown,216.858048,0.816,0.144,-0.288
1,unknown,216.907904,0.782,0.304,-0.522
1,unknown,216.957952,0.71,0.12,-0.418
1,t_sit_lie,217.008,0.78,0.302,-0.378
1,t_sit_lie,217.058048,0.952,-0.27,-0.186
1,t_sit_lie,217.108904,1.222,-0.032,-0.248
1,t_sit_lie,217.158952,1.006,-0.132,-0.2
1,t_sit_lie,217.209,0.726,-0.386,0.23
1,t_sit_lie,217.259048,0.754,-0.376,0.092
1,t_sit_lie,217.308904,1.216,-0.424,0.068
1,t_sit_lie,217.358952,0.736,-0.552,0.134
1,t_sit_lie,217.409,0.818,-0.37,-0.032
1,t_sit_lie,217.459048,0.85,-0.302,-0.074
1,t_sit_lie,217.708904,0.87,-0.576,0.152
1,t_sit_lie,217.758952,0.798,-0.458,0.06
1,t_sit_lie,217.809,0.684,-0.648,0.04
1,t_sit_lie,217.859048,0.728,-0.616,0.446
1,t_sit_lie,217.908904,0.466,-0.568,0.546
1,t_sit_lie,217.958952,0.496,-0.858,0.63
1,t_sit_lie,218.009,0.24,-0.754,0.622
1,t_sit_lie,218.059048,0.124,-1.002,0.208
1,t_sit_lie,218.109904,0.144,-1.328,0.136
1,t_sit_lie,218.159952,0.118,-0.936,0.104
1,t_sit_lie,218.21,0.054,-1.2,0.12
1,t_sit_lie,218.260048,0.03,-1.242,0.176
1,t_sit_lie,218.309904,0.022,-1.122,0.176
1,t_sit_lie,218.359952,0.03,-1.002,0.088
1,t_sit_lie,218.41,-0.002,-1.14,0.198
1,t_sit_lie,218.460048,0.078,-0.73,0.238
1,t_sit_lie,218.509904,0.024,-0.712,0.286
1,t_sit_lie,218.559952,0.066,-1.002,0.454
1,t_sit_lie,218.61,0.028,-0.764,0.59
1,t_sit_lie,218.660048,0.07,-0.856,0.544
1,t_sit_lie,218.709904,0.076,-0.264,0.594
1,t_sit_lie,218.759952,-0.104,-0.786,0.6
1,t_sit_lie,218.81,-0.226,-0.976,0.616
1,t_sit_lie,218.860048,-0.208,-0.884,0.672
1,t_sit_lie,218.909904,-0.168,-0.906,0.502
1,t_sit_lie,218.959952,-0.154,-0.936,0.498
1,t_sit_lie,219.01,-0.186,-0.89,0.492
1,t_sit_lie,219.060048,-0.228,-0.91,0.54
1,t_sit_lie,219.110904,-0.176,-0.864,0.56
1,t_sit_lie,219.160952,-0.208,-0.842,0.572
1,unknown,219.211,-0.154,-0.824,0.566
1,unknown,219.261048,-0.148,-0.736,0.542
1,p_lie,219.310904,-0.144,-0.838,0.574
1,p_lie,219.360952,-0.174,-0.848,0.584
1,p_lie,219.411,-0.168,-0.822,0.592
1,p_lie,219.461048,-0.148,-0.818,0.556
1,p_lie,219.510904,-0.164,-0.832,0.594
1,p_lie,219.560952,-0.148,-0.82,0.588
1,p_lie,219.611,-0.154,-0.8,0.584
1,p_lie,219.661048,-0.146,-0.826,0.608
1,p_lie,219.710904,-0.144,-0.794,0.602
1,p_lie,219.760952,-0.132,-0.784,0.6
1,p_lie,219.811,-0.146,-0.794,0.608
1,p_lie,219.861048,-0.152,-0.804,0.614
1,p_lie,219.910904,-0.144,-0.794,0.616
1,p_lie,219.960952,-0.148,-0.794,0.62
1,p_lie,220.011,-0.136,-0.794,0.608
1,p_lie,220.061048,-0.136,-0.8,0.624
1,p_lie,220.110904,-0.162,-0.808,0.608
1,p_lie,220.160952,-0.136,-0.804,0.616
1,p_lie,220.211,-0.144,-0.8,0.632
1,p_lie,220.261048,-0.154,-0.792,0.608
1,p_lie,220.311904,-0.148,-0.808,0.622
1,p_lie,220.361952,-0.142,-0.794,0.614
1,p_lie,220.412,-0.146,-0.784,0.6
1,p_lie,220.462048,-0.138,-0.818,0.622
1,p_lie,220.511904,-0.144,-0.794,0.6
1,p_lie,220.561952,-0.148,-0.792,0.608
1,p_lie,220.612,-0.148,-0.8,0.624
1,p_lie,220.662048,-0.126,-0.792,0.614
1,p_lie,220.711904,-0.144,-0.814,0.624
1,p_lie,220.761952,-0.136,-0.798,0.614
1,p_lie,220.812,-0.13,-0.81,0.612
1,p_lie,220.862048,-0.144,-0.802,0.61
1,p_lie,220.911904,-0.138,-0.802,0.6
1,p_lie,220.961952,-0.146,-0.804,0.608
1,p_lie,221.012,-0.148,-0.798,0.61
1,p_lie,221.062048,-0.136,-0.8,0.598
1,p_lie,221.111904,-0.152,-0.818,0.624
1,p_lie,221.161952,-0.144,-0.8,0.632
1,p_lie,221.212,-0.142,-0.784,0.624
1,p_lie,221.262048,-0.13,-0.8,0.652
1,p_lie,221.312904,-0.138,-0.756,0.654
1,p_lie,221.362952,-0.144,-0.782,0.652
1,p_lie,221.413,-0.142,-0.746,0.662
1,p_lie,221.463048,-0.08,-0.77,0.71
1,p_lie,221.512904,-0.132,-0.686,0.678
1,p_lie,221.562952,-0.176,-0.718,0.726
1,p_lie,221.613,-0.184,-0.73,0.718
1,p_lie,221.663048,-0.15,-0.608,0.736
1,p_lie,221.712904,-0.176,-0.674,0.766
1,p_lie,221.762952,-0.136,-0.638,0.818
1,p_lie,221.813,-0.122,-0.592,0.782
1,p_lie,221.863048,-0.154,-0.592,0.864
1,p_lie,221.912904,-0.12,-0.57,0.86
1,p_lie,221.962952,-0.132,-0.622,0.754
1,p_lie,222.013,-0.178,-0.656,0.88
1,p_lie,222.063048,-0.078,-0.55,0.812
1,p_lie,222.112904,-0.084,-0.59,0.728
1,p_lie,222.162952,-0.18,-0.634,0.856
1,p_lie,222.213,-0.1,-0.648,0.824
1,p_lie,222.263048,-0.068,-0.602,0.76
1,p_lie,222.313904,-0.032,-0.558,0.824
1,p_lie,222.363952,-0.018,-0.652,0.742
1,p_lie,222.414,-0.042,-0.744,0.748
1,p_lie,222.464048,-0.026,-0.82,0.798
1,p_lie,222.513904,0.014,-0.77,0.814
1,p_lie,222.563952,0.08,-0.784,0.944
